ID	RPKM
b3807	94.65
b3809	174.48
b3810	104.98
b3811	169.74
b3812	121.78
b3813	144.72
b3816	42.59
b3817	12.84
b3818	2.77
b3819	17.46
b3820	7.67
b3821	169.59
b3822	70.48
b3823	38.46
b3824	5.08
b3825	105.72
b3826	81.63
b3827	8.69
b3828	5.81
b3829	16.66
b3830	23.04
b3831	420.36
b3832	107.68
b3833	258.88
b3834	143.43
b3835	197.92
b3836	1551.64
b3838	711.17
b3839	243.94
b3842	54.75
b3843	155.94
b3844	155.38
b3845	2.31
b3846	3.61
b3847	377.71
b3848	83.78
b3849	100.51
b3850	180.22
b3854	63.14
b3855	0
b3856	32.25
b3857	29.22
b3858	169.35
b3859	361.8
b3860	456.98
b3861	10.2
b3862	41.15
b3863	176.93
b3864	39.57
b3865	362.87
b3866	183.73
b3867	240.15
b3868	82.23
b3869	76.21
b3870	1872.12
b3871	593.58
b3872	7.86
b3873	9.45
b3874	6.96
b3875	0.46
b3876	2.33
b3877	1.77
b3878	3.21
b3879	2
b3880	4.02
b3881	4.57
b3882	2.22
b3883	5.5
b3884	102.53
b3885	219.12
b3886	235.38
b3887	404.52
b3888	219.51
b3889	2.89
b3890	15.47
b3891	293.13
b3892	665.18
b3893	440.73
b3894	352.06
b3895	54.44
b3896	5.76
b3897	2.71
b3898	5.32
b3899	1.04
b3900	1.03
b3901	1.07
b3902	3.11
b3903	1.06
b3904	1.1
b3905	5.6
b3906	5.07
b3907	1.74
b3908	2330.5
b3909	5.48
b3910	6.29
b3911	205.95
b3912	289.48
b3915	84.04
b3916	1458.64
b3917	24.85
b3918	22.33
b3919	2997.39
b3920	150.97
b3921	24.36
b3922	155.79
b3923	212.99
b3924	249.44
b3925	208.84
b3926	3161.54
b3927	1453.81
b3928	2133.36
b3929	961.82
b3930	21.17
b3931	268.69
b3932	147.23
b3933	335.24
b3934	338.31
b3935	22.64
b3936	13943.19
b3937	98.51
b3938	381.77
b3939	38.27
b3940	30.48
b3941	5.27
b3942	1057.96
b3943	51.53
b3944	5.84
b3945	150.28
b3946	44.47
b3947	2.44
b3949	0.74
b3950	3.41
b3951	8.54
b3952	2.97
b3953	1.55
b3954	35.01
b3955	100.98
b3956	507.56
b3957	119.47
b3958	7.02
b3959	12.66
b3960	25.43
b3961	196.19
b3962	257.88
b3963	765.84
b3964	587.53
b3965	65.92
b3966	171.68
b3967	140.94
b3968	0
b3971	0
b3972	152.26
b3973	39.87
b3974	243.72
b3976	663.1
b3977	1106.11
b3978	0
b3979	0
b3980	1218.56
b3981	1076.63
b3982	934.38
b3983	5463.13
b3984	5594.98
b3985	6723.61
b3986	6874.61
b3987	815.47
b3988	467.27
b3989	20.41
b3990	10.59
b3991	7.21
b3992	5.31
b3993	7.02
b3994	21.05
b3995	58.36
b3996	97.36
b3997	122.14
b3998	85.55
b3999	342.88
b4000	4433.75
b4001	176.16
b4002	4.63
b4003	34.81
b4004	25.48
b4005	112.5
b4006	180.52
b4011	10.72
b4012	19.34
b4013	11.74
b4014	337.38
b4015	477.8
b4016	76.32
b4017	6.22
b4018	260.88
b4019	104.3
b4020	21
b4021	256.46
b4022	157.44
b4023	86.03
b4024	36.38
b4025	1042.29
b4026	2.19
b4027	0
b4028	0.57
b4029	2.01
b4030	3.36
b4031	4.39
b4032	100.41
b4033	177.66
b4034	1964.99
b4035	263.2
b4036	900.41
b4037	830.2
b4039	98.69
b4040	49.04
b4041	266.26
b4042	90.47
b4043	390.9
b4044	14.2
b4045	517.34
b4046	195.06
b4047	2.61
b4048	1.13
b4049	127.67
b4050	4.76
b4051	64.72
b4052	253
b4053	96.53
b4054	86.25
b4055	435.68
b4056	712.12
b4057	206.12
b4058	111.82
b4059	188.75
b4060	41.76
b4061	14.52
b4062	26.12
b4063	6.09
b4064	29.38
b4065	27.92
b4066	2.47
b4067	1.11
b4068	1.6
b4069	2.04
b4070	534.77
b4071	310.09
b4072	31.53
b4073	20.93
b4074	20.02
b4075	67.91
b4076	86.71
b4077	53.49
b4078	93.58
b4079	134.05
b4080	1.58
b4081	1.03
b4082	0.32
b4083	0.87
b4084	33.69
b4085	29.02
b4086	6.38
b4087	7.59
b4088	21.89
b4089	111.08
b4090	18.44
b4092	4.94
b4093	10.97
b4094	0.78
b4095	0.17
b4096	0.87
b4097	0.42
b4098	0.43
b4099	0.06
b4100	0.1
b4101	0
b4102	0.17
b4105	0.52
b4106	0.08
b4107	6.93
b4108	40.15
b4109	7.02
b4110	5.08
b4111	90.58
b4112	55.75
b4113	108.15
b4114	6.57
b4115	14.25
b4116	157.24
b4117	14.16
b4118	74.05
b4119	35.78
b4120	16.66
b4121	8.54
b4122	74.62
b4123	18.32
b4124	82.41
b4125	59.61
b4126	0
b4127	74.36
b4128	121.31
b4129	1629.95
b4130	13.46
b4131	4.54
b4132	1.18
b4133	48.39
b4134	0
b4135	238.55
b4136	92.9
b4137	222.59
b4138	1879.26
b4139	6354.73
b4140	33.77
b4141	7.57
b4142	1231.88
b4143	1219.02
b4144	377.27
b4145	12.83
b4146	216.12
b4147	546.05
b4148	103.27
b4149	44.11
b4150	61.02
b4151	455.06
b4152	1270.49
b4153	1593.21
b4154	1522.23
b4155	62.57
b4156	11.21
b4157	24.37
b4158	9.84
b4159	49.95
b4160	357.51
b4161	242.73
b4162	160.49
b4165	475.37
b4166	162.02
b4167	46.34
b4168	19.33
b4169	95.59
b4170	118.66
b4171	460.71
b4172	1845.22
b4173	529.11
b4174	916.2
b4175	915.42
b4176	3.04
b4177	1201.67
b4178	177.61
b4179	303.54
b4180	111.22
b4181	2.76
b4182	1.94
b4183	3.19
b4184	0.31
b4185	0
b4186	0.66
b4187	5.67
b4188	160.01
b4189	179.99
b4190	14.77
b4191	33.83
b4192	4.25
b4193	5.18
b4194	13.13
b4195	4.72
b4196	4.49
b4197	2.25
b4198	11.15
b4199	8.51
b4200	7842.43
b4201	2832.48
b4202	4990.48
b4203	663.93
b4204	11.3
b4206	229.94
b4207	319.08
b4208	39.37
b4209	25.5
b4210	8.66
b4211	18.8
b4212	7.88
b4213	186.37
b4214	37.61
b4215	4.83
b4216	108.67
b4217	595.35
b4218	44.16
b4219	87.32
b4220	53.88
b4221	65.06
b4222	389.7
b4224	8.48
b4225	11.96
b4226	4133.28
b4227	20.54
b4230	1.02
b4231	3.67
b4232	261.65
b4233	163.23
b4234	364.75
b4235	89.74
b4237	254.4
b4238	667.15
b4239	2843.22
b4240	3407.47
b4241	37.98
b4242	16.5
b4243	1794.51
b4244	57.2
b4245	65.31
b4246	12.58
b4248	18.94
b4249	4.17
b4251	88.56
b4252	243.76
b4253	13.12
b4254	2.71
b4255	1358.59
b4256	71.98
b4257	2.08
b4258	521.53
b4259	587.63
b4260	337.49
b4261	151.06
b4262	119.12
b4263	10.77
b4264	34.61
b4265	4.9
b4266	17.72
b4267	12.27
b4268	8.16
b4269	15.19
b4270	22.46
b4273	0
b4277	1.02
b4278	30.65
b4279	27.12
b4280	94.62
b4284	1.62
b4287	78.9
b4288	17.68
b4289	30.77
b4290	50.23
b4291	52.7
b4292	5.86
b4293	23.46
b4294	154.7
b4295	150.88
b4296	1.93
b4297	12.27
b4298	12.93
b4299	3.91
b4300	18.22
b4301	9.71
b4302	19.16
b4303	6.8
b4304	1.99
b4305	4.04
b4306	30.07
b4307	55.58
b4309	18.08
b4310	72.56
b4311	83.27
b4312	116.56
b4313	6.29
b4314	938.96
b4315	76.03
b4316	30.45
b4317	21.77
b4318	9.13
b4319	17.24
b4320	17.86
b4321	14.73
b4322	81.92
b4323	38.59
b4324	19.16
b4325	0.37
b4326	41.11
b4327	65.37
b4328	51.33
b4329	10.48
b4330	3.34
b4331	10.21
b4332	2.81
b4333	29.74
b4334	26.47
b4335	106.12
b4336	19.73
b4337	13.76
b4340	5.54
b4341	3.11
b4345	99.73
b4346	151.72
b4347	22.69
b4348	241.56
b4349	202.95
b4350	445.59
b4351	46.45
b4352	100.73
b4353	131.25
b4354	7.25
b4355	6
b4356	25.05
b4357	77.84
b4358	2.36
b4359	53.75
b4360	287.99
b4361	94.14
b4362	94.86
b4363	18.69
b4364	75.12
b4365	0.2
b4366	2.96
b4367	9.07
b4368	0
b4369	259.1
b4370	92.74
b4371	93.04
b4372	188.2
b4373	307
b4374	110.25
b4375	229.82
b4376	71.55
b4377	35.2
b4378	37.72
b4379	131.49
b4380	583.51
b4381	282.84
b4382	307.11
b4383	514.33
b4384	1738.01
b4385	50.96
b4386	67.55
b4387	59.03
b4388	0
b4389	82.09
b4390	91.39
b4391	437.66
b4392	60.77
b4393	70.56
b4394	56.65
b4395	83.81
b4396	652.26
b4397	95.38
b4398	26.27
b4399	13.07
b4400	6.58
b4401	3022.95
b4402	12.55
b4403	49.51
b4406	196.41
b4407	13.41
b4408	1301.61
b4409	137.96
b4410	189.17
b4411	118.99
b4412	66.6
b4413	3.36
b4414	19570.09
b4415	2.08
b4417	45.29
b4418	641.02
b4420	242.68
b4421	2.46
b4424	0
b4425	143.81
b4426	9.93
b4428	325.7
b4429	14.59
b4430	26.16
b4431	4.65
b4432	478.14
b4433	20.2
b4435	2.79
b4436	56.11
b4437	38.3
b4438	0
b4439	0
b4440	113.98
b4441	151.32
b4442	4.32
b4443	36192.65
b4444	8.1
b4445	6.37
b4446	70.74
b4447	521.03
b4449	1.94
b4450	18.67
b4451	6.84
b4452	17.53
b4453	68.74
b4454	8.2
b4455	0.41
b4456	3341.94
b4457	4019.34
b4458	45.34
b4459	26.59
b4460	5.16
b4461	42.5
b4463	2.38
b4464	4.83
b4465	1.58
b4466	141.01
b4467	8.89
b4468	0.63
b4469	130.85
b4470	25.97
b4471	775.6
b4472	86.36
b4473	30.5
b4474	2.58
b4475	5.31
b4476	16.27
b4477	1.96
b4478	3.58
b4479	22.06
b4480	83.31
b4481	37.92
b4482	7.48
b4483	81.03
b4484	1404.95
b4485	8.89
b4487	29.01
b4501	216.74
b4502	18.73
b4504	1.75
b4506	21.46
b4510	4.07
b4511	0
b4512	30.2
b4515	1201.54
b4516	0.45
b4517	787.6
b4518	39.58
b4520	14.64
b4522	77.6
b4523	403.11
b4526	0
b4527	12.65
b4528	1.71
b4529	189.43
b4532	17.96
b4533	3.04
b4535	10.59
b4536	46.3
b4537	300.76
b4539	127.05
b4541	0
b4542	9.27
b4543	112.42
b4544	6.27
b4546	7.33
b4547	168.84
b4548	2.59
b4550	83.06
b4551	56.98
b4553	19
b4554	322.39
b4555	14.09
b4557	867.99
b4558	432.23
b4559	84.35
b4565	5.94
b4566	139.33
b4567	2.72
b4568	117.98
b4577	385.29
b4585	6.33
b4586	2.47
b4588	2
b4589	21.84
b4590	0.28
b4592	29.76
b4593	12.39
b4594	2.04
b4595	144.12
b4596	65.06
b4597	6.08
b4598	44.39
b4599	1026.75
b4601	0.73
b4602	157.61
b4604	0.43
b4606	2032.57
b4608	3.45
b4609	1140.28
b4611	496.5
b4612	0.46
b4613	1955.26
b4614	0
b4616	3.08
b4618	90.29
b4620	2.5
b4621	1.81
b4624	10.77
b4625	3.33
b4629	41.53
b4635	0
b4637	7224.88
b4643	4.75
b4645	79.19
b4655	5.69
b4662	662.04
b4663	7.08
b4664	2.21
b4665	26.41
b4666	15.18
b4667	1.19
b4668	2.16
b4669	3.62
b4670	32.95
b4671	32.6
b4672	4.2
b4675	39.19
b4676	211.63
b4677	0
b4678	0
b4679	2.31
b4680	40.59
b4682	0.51
b4683	3.92
b4684	0.98
b4685	4942.78
b4686	175.41
b4687	52.37
b4689	1.04
b4691	150.3
b4698	435.52
b4699	329.65
b4700	0
b4702	50.19
b4703	73.53
b4704	0
b4705	139.41
b4706	7.91
b4707	184.88
